Time,Detector Score,Classification,Classification Score,BirdVoxClassify Order,BirdVoxClassify Order Confidence,BirdVoxClassify Family,BirdVoxClassify Family Confidence,BirdVoxClassify Species,BirdVoxClassify Species Confidence
727.11,51.4455451965332,Call.Turdidae,52.31841802597046,Passeriformes,99.93616342544556,Turdidae,52.31841802597046,OTHE,98.07372987270355
727.75,56.35078430175781,Call.Turdidae,99.87378716468811,Passeriformes,99.96601343154907,Turdidae,99.87378716468811,OTHE,95.47379910945892
737.27,63.23695373535156,Call.Turdidae,99.97996091842651,Passeriformes,96.73667550086975,Turdidae,99.97996091842651,OTHE,81.08219504356384
742.21,57.659393310546875,Call.Turdidae,72.58180379867554,Passeriformes,62.9802942276001,Turdidae,72.58180379867554,OTHE,96.02957963943481
750.79,57.960777282714844,Call.Turdidae,55.88691234588623,Passeriformes,99.83798265457153,Turdidae,55.88691234588623,OTHE,98.83135259151459
758.98,63.29107666015625,Call.Turdidae,99.78415966033936,Passeriformes,99.90339875221252,Turdidae,99.78415966033936,OTHE,76.84447467327118
759.28,78.99057006835938,Call.Turdidae,94.95214223861694,Passeriformes,98.4379768371582,Turdidae,94.95214223861694,OTHE,98.3587384223938
772.45,68.64834594726562,Call.Turdidae,53.66394519805908,Passeriformes,99.9113380908966,Turdidae,53.66394519805908,OTHE,99.79206919670105
776.79,62.48736572265625,Call.Turdidae,75.34069418907166,Passeriformes,99.99963045120239,Turdidae,75.34069418907166,OTHE,99.22016263008118
780.0,60.92451477050781,Call.Turdidae,99.94964599609375,Passeriformes,99.71442222595215,Turdidae,99.94964599609375,OTHE,53.917092084884644
780.4,56.91408920288086,Call.Turdidae,95.57838439941406,Passeriformes,99.99107718467712,Turdidae,95.57838439941406,OTHE,87.64704465866089
784.15,69.294189453125,Call.Turdidae,91.45867824554443,Passeriformes,99.95297193527222,Turdidae,91.45867824554443,OTHE,96.21553421020508
787.06,65.84677124023438,Call.Turdidae,99.89153146743774,Passeriformes,99.71977472305298,Turdidae,99.89153146743774,OTHE,94.52199935913086
789.38,64.00872039794922,Call.Turdidae,91.54876470565796,Passeriformes,99.94534254074097,Turdidae,91.54876470565796,OTHE,97.38993346691132
795.05,53.87903594970703,Call.Turdidae,98.03915023803711,Passeriformes,99.91414546966553,Turdidae,98.03915023803711,OTHE,97.0028668642044
804.03,92.16586303710938,,,other,81.8351298570633,other,81.8351298570633,OTHE,81.8351298570633
838.03,65.13943481445312,Call.Turdidae,74.82441067695618,Passeriformes,98.48669767379761,Turdidae,74.82441067695618,OTHE,98.53568375110626
840.74,99.98999786376953,Call.Turdidae,84.6613883972168,Passeriformes,98.23527336120605,Turdidae,84.6613883972168,OTHE,99.89947378635406
845.63,59.98902130126953,Call.Turdidae,94.52633857727051,Passeriformes,99.72436428070068,Turdidae,94.52633857727051,OTHE,96.82543873786926
854.21,99.98999786376953,Call.Turdidae,98.30822944641113,Passeriformes,98.59192371368408,Turdidae,98.30822944641113,OTHE,99.12285208702087
856.83,63.284912109375,Call.Turdidae,86.30096912384033,Passeriformes,99.88266229629517,Turdidae,86.30096912384033,OTHE,94.69243586063385
856.93,69.85305786132812,Call.SWTH,99.72864985466003,Passeriformes,100.0,Turdidae,99.9976634979248,SWTH,99.72864985466003
857.07,50.334144592285156,Call.Passeriformes,97.23332524299622,Passeriformes,97.23332524299622,other,61.47860884666443,OTHE,61.47860884666443
860.33,59.54925537109375,Call.Turdidae,99.814373254776,Passeriformes,99.9767541885376,Turdidae,99.814373254776,OTHE,74.4574636220932
867.83,61.58976745605469,Call.Turdidae,99.17590022087097,Passeriformes,98.40959310531616,Turdidae,99.17590022087097,OTHE,93.36296916007996
870.3,61.684791564941406,Call.Turdidae,73.78255724906921,Passeriformes,97.76498079299927,Turdidae,73.78255724906921,OTHE,98.49105179309845
871.78,99.98999786376953,Call.Turdidae,56.47530555725098,Passeriformes,99.97509717941284,Turdidae,56.47530555725098,OTHE,99.96115863323212
885.4,63.36296844482422,Call.Turdidae,55.41931986808777,Passeriformes,97.31016159057617,Turdidae,55.41931986808777,OTHE,98.99648725986481
917.57,62.71746826171875,Call.Turdidae,90.0769591331482,Passeriformes,53.43169569969177,Turdidae,90.0769591331482,OTHE,94.71010267734528
936.17,99.98999786376953,Call.Turdidae,99.12706017494202,Passeriformes,94.29627656936646,Turdidae,99.12706017494202,OTHE,62.24672496318817
940.9,54.40495300292969,Call.Turdidae,99.0333080291748,Passeriformes,99.50313568115234,Turdidae,99.0333080291748,OTHE,86.48087084293365
950.03,50.66263961791992,Call.Passerellidae,76.88729166984558,Passeriformes,99.2729902267456,Passerellidae,76.88729166984558,OTHE,87.20447421073914
958.91,50.393653869628906,Call.Turdidae,76.58829689025879,Passeriformes,99.65808391571045,Turdidae,76.58829689025879,OTHE,98.3363151550293
959.31,62.468353271484375,Call.Turdidae,98.66235256195068,Passeriformes,97.28357791900635,Turdidae,98.66235256195068,OTHE,94.8828935623169
959.41,53.25910949707031,Call.Turdidae,99.7370958328247,Passeriformes,99.55533742904663,Turdidae,99.7370958328247,OTHE,84.60976481437683
967.99,50.99767303466797,Call.Turdidae,96.46635055541992,Passeriformes,99.61470365524292,Turdidae,96.46635055541992,OTHE,99.21239018440247
968.88,61.73054504394531,Call.Turdidae,85.00601053237915,Passeriformes,98.6912727355957,Turdidae,85.00601053237915,OTHE,99.49376881122589
968.98,62.06932830810547,Call.Turdidae,97.63079881668091,Passeriformes,99.97661113739014,Turdidae,97.63079881668091,OTHE,79.64912354946136
974.85,99.98999786376953,Call.Passeriformes,99.8900055885315,Passeriformes,99.8900055885315,other,50.939249992370605,OTHE,50.939249992370605
978.8,99.98999786376953,Call.Turdidae,77.7734637260437,Passeriformes,99.23882484436035,Turdidae,77.7734637260437,OTHE,95.31190693378448
981.71,53.044246673583984,Call.SWTH,71.673583984375,Passeriformes,99.99991655349731,Turdidae,99.89286661148071,SWTH,71.673583984375
983.54,52.5187873840332,Call.Turdidae,56.60610795021057,Passeriformes,99.99198913574219,Turdidae,56.60610795021057,OTHE,99.80145394802094
986.25,84.70907592773438,Call.Turdidae,99.10420775413513,Passeriformes,98.61437678337097,Turdidae,99.10420775413513,OTHE,90.59772789478302
987.83,51.97048568725586,Call.SWTH,71.01181745529175,Passeriformes,99.99661445617676,Turdidae,96.29591703414917,SWTH,71.01181745529175
990.15,62.089683532714844,Call.Passerellidae,92.9443359375,Passeriformes,99.87897872924805,Passerellidae,92.9443359375,OTHE,57.22571909427643
993.75,53.586429595947266,,,other,84.63060259819031,other,84.63060259819031,OTHE,84.63060259819031
998.64,57.77540588378906,Call.Turdidae,99.7604250907898,Passeriformes,99.99310374259949,Turdidae,99.7604250907898,OTHE,87.29104399681091
1001.35,56.60441207885742,Call.Turdidae,99.95893836021423,Passeriformes,99.97555017471313,Turdidae,99.95893836021423,OTHE,82.29077756404877
1005.89,59.514286041259766,Call.SWTH,59.54819321632385,Passeriformes,96.29544019699097,Turdidae,99.768728017807,SWTH,59.54819321632385
1017.39,53.67784881591797,Call.Turdidae,99.1887092590332,Passeriformes,99.99985694885254,Turdidae,99.1887092590332,OTHE,93.03467869758606
